entity_id,name,entity_type
PERSON_limmat_wettingen,Limmat Wettingen,PERSON
PERSON_julia_tiefencastel,Julia Tiefencastel,PERSON
PERSON_julia_marmorera,Julia Marmorera,PERSON
ORG_bergell,Bergell,ORG
GPE_maggia,Maggia,GPE
GPE_blenio,Blenio,GPE
PERSON_hinterrhein,Hinterrhein,PERSON
PERSON_gösgen,Gösgen,PERSON
PRODUCT_leibstadt,Leibstadt,PRODUCT
PERSON_bugey,Bugey,PERSON
GPE_cattenom,Cattenom,GPE
ORG_the_municipal_tramway_zurich,the Municipal Tramway Zurich,ORG
ORG_vbz,VBZ,ORG
ORG_the_zurich_transport_network,The Zurich Transport Network,ORG
ORG_the_s_bahn,the S-Bahn,ORG
DATE_1780,1780,DATE
PERSON_münster,Münster,PERSON
DATE_1847,1847,DATE
DATE_1860_to_1890,1860 to 1890,DATE
DATE_1859,1859,DATE
DATE_1861_1863,1861-1863,DATE
DATE_1864_1869,1864-1869,DATE
ORG_zeughaus,Zeughaus,ORG
DATE_1873_1875,1873-1875,DATE
ORG_bahnhofstrasse,Bahnhofstrasse,ORG
GPE_bahnhof,Bahnhof,GPE
DATE_1861_1864,1861-1864,DATE
ORG_the_polytechnical_school,the Polytechnical School,ORG
DATE_1865_1871,1865-1871,DATE
FAC_the_schweizerische_kreditanstalt_at_paradeplatz,the Schweizerische Kreditanstalt at Paradeplatz,FAC
GPE_neumühlequai,Neumühlequai,GPE
DATE_1876_1878,1876-1878,DATE
DATE_1877_1880,1877-1880,DATE
DATE_1880_1890,1880-1890,DATE
PERSON_gustav_gull,Gustav Gull,PERSON
GPE_zähringerplatz,Zähringerplatz,GPE
DATE_1915_1918,1915-1918,DATE
DATE_1930,1930,DATE
DATE_1962,1962,DATE
ORG_central,Central,ORG
DATE_1955,1955,DATE
DATE_1973,1973,DATE
DATE_1972,1972,DATE
DATE_the_1970s,the 1970s,DATE
DATE_the_1990s,the 1990s,DATE
GPE_zurich_west,Zurich-West,GPE
ORG_binz_altstetten,"Binz, Altstetten",ORG
DATE_the_beginning_of_the_19th_century,the beginning of the 19th century,DATE
DATE_1805,1805,DATE
PERSON_schweizerische_rentenanstalt,Schweizerische Rentenanstalt,PERSON
DATE_1857,1857,DATE
PERSON_schweizerische_rückversicherungsanstalt,Schweizerische Rückversicherungsanstalt,PERSON
DATE_the_end_of_the_19th_century,the end of the 19th century,DATE
PERSON_oerlikon,Oerlikon,PERSON
DATE_1929,1929,DATE
DATE_the_1980s_and,the 1980s and,DATE
DATE_1990s,1990s,DATE
DATE_the_second_half_of_the_20th_century,the second half of the 20th century,DATE
WORK_OF_ART_neue_zürcher_zeitung,Neue Zürcher Zeitung,WORK_OF_ART
ORG_blick,Blick,ORG
PERSON_german,German-,PERSON
DATE_the_early_19th_century,the early 19th century,DATE
DATE_the_late_19th_century,the late 19th century,DATE
PERSON_schildner_zum_schneggen,Schildner zum Schneggen,PERSON
PERSON_bogenschützen,Bogenschützen,PERSON
PERSON_reitclub_zurich,Reitclub Zurich,PERSON
ORG_the_grasshopper_club,the Grasshopper Club,ORG
DATE_1836_2010,1836-2010,DATE
DATE_around_1800,around 1800,DATE
LOC_inner,Inner,LOC
GPE_eastern_switzerland,Eastern Switzerland,GPE
DATE_the_1880s,the 1880s,DATE
PERSON_tonhalle,Tonhalle,PERSON
DATE_1844_1869,1844-1869,DATE
DATE_1912,1912,DATE
EVENT_world_war,World War,EVENT
DATE_november,November,DATE
DATE_1918,1918,DATE
DATE_1914,1914,DATE
EVENT_world_war_ii,World War II,EVENT
FAC_the_zurichberg_aussersihl_industriequartier,the Zurichberg-Aussersihl/Industriequartier,FAC
ORG_eu,EU,ORG
ORG_reformed,Reformed,ORG
GPE_st_peter_and_prediger,St. Peter and Prediger,GPE
DATE_2013,2013,DATE
DATE_1807,1807,DATE
ORG_the_st_anna_chapel,the St. Anna Chapel,ORG
DATE_1842_1873,1842-1873,DATE
ORG_augustiner,Augustiner,ORG
NORP_christian_catholic,Christian Catholic,NORP
GPE_endingen,Endingen,GPE
ORG_lengnau_ag,Lengnau (AG,ORG
DATE_the_same_year,the same year,DATE
PERSON_ris,Ris,PERSON
ORG_the_israelite_cultus_community,the Israelite Cultus Community,ORG
ORG_eastern_european_immigration,Eastern European immigration,ORG
DATE_the_1870s,the 1870s,DATE
ORG_the_israelite_religious_community,The Israelite Religious Community,ORG
ORG_agudas_achim,Agudas Achim,ORG
ORG_chadasch,Chadasch,ORG
DATE_1978,1978,DATE
ORG_anti_semitic,Anti-Semitic,ORG
NORP_east_european,East European,NORP
DATE_1910,1910,DATE
DATE_1920,1920,DATE
NORP_orthodox,Orthodox,NORP
DATE_1963,1963,DATE
ORG_the_mahmoud_mosque,the Mahmoud Mosque,ORG
NORP_muslims,Muslims,NORP
GPE_yugoslavia,Yugoslavia,GPE
GPE_turkey,Turkey,GPE
DATE_1831_1833,1831-1833,DATE
DATE_1840,1840,DATE
ORG_the_polytechnic_federal_institutes_of_technology,the Polytechnic (Federal Institutes of Technology,ORG
WORK_OF_ART_nobel_prize,Nobel Prize,WORK_OF_ART
ORG_the_antiquarian_society,the Antiquarian Society,ORG
ORG_the_museum_society,the Museum Society,ORG
ORG_the_scholars_society,the Scholars Society,ORG
DATE_1976,1976,DATE
DATE_1988,1988,DATE
DATE_1873,1873,DATE
ORG_the_school_of_applied_arts,the School of Applied Arts,ORG
DATE_1878,1878,DATE
ORG_the_school_of_design_and_art,the School of Design and Art,ORG
DATE_1998,1998,DATE
ORG_the_university_of_the_arts,the University of the Arts,ORG
DATE_2007,2007,DATE
DATE_the_18th_and_19th_centuries,the 18th and 19th centuries,DATE
DATE_1812,1812,DATE
ORG_the_general_music_society,the General Music Society,ORG
DATE_the_1830s,the 1830s,DATE
ORG_the_aktie_theater,the Aktie Theater,ORG
PERSON_charlotte_birch_pfeiffer,Charlotte Birch-Pfeiffer,PERSON
DATE_1837_1843,1837-1843,DATE
PERSON_richard_wagner,Richard Wagner,PERSON
DATE_1806_1874,1806-1874,DATE
ORG_bellevue,Bellevue,ORG
ORG_the_swiss_music_festival,the Swiss Music Festival,ORG
ORG_the_tonhalle_society,the Tonhalle Society,ORG
DATE_a_year_later,a year later,DATE
ORG_the_tonhalle_orchestra,the Tonhalle Orchestra,ORG
ORG_the_zurich_music_school,the Zurich Music School,ORG
DATE_1876,1876,DATE
ORG_opera_house,Opera House,ORG
DATE_1964,1964,DATE
ORG_kornhaus,Kornhaus,ORG
DATE_1937,1937,DATE
ORG_the_congress_house,the Congress House,ORG
PERSON_ferdinand_rieser,Ferdinand Rieser,PERSON
ORG_schauspielhaus,Schauspielhaus,ORG
ORG_the_neue_schauspiel_ag,The Neue Schauspiel AG,ORG
ORG_schiffbauhalle,Schiffbauhalle,ORG
DATE_2000,2000,DATE
ORG_the_art_society,the Art Society,ORG
ORG_the_zurich_artists_society,the Zurich Artists' Society,ORG
DATE_1787,1787,DATE
ORG_kunsthaus,Kunsthaus,ORG
PERSON_eduard_von_der,Eduard von der,PERSON
GPE_heydt,Heydt,GPE
NORP_non_european,non-European,NORP
GPE_museum_rietberg,Museum Rietberg,GPE
DATE_1952,1952,DATE
ORG_the_migros_cooperative_federation_in,the Migros cooperative federation in,ORG
ORG_the_museum_of_contemporary_art,the Museum of Contemporary Art,ORG
DATE_1996,1996,DATE
GPE_löwenbräu,Löwenbräu,GPE
DATE_1986,1986,DATE
PERSON_haus_konstruktiv,Haus Konstruktiv,PERSON
ORG_ewz,EWZ,ORG
DATE_2001,2001,DATE
PERSON_knabenschiessen,Knabenschiessen,PERSON
DATE_1939,1939,DATE
PERSON_saffa,Saffa,PERSON
DATE_1958,1958,DATE
GPE_dada,Dada,GPE
DATE_1916,1916,DATE
DATE_1936,1936,DATE
DATE_1997,1997,DATE
EVENT_zurich_festival,Zurich Festival,EVENT
DATE_1951,1951,DATE
ORG_the_zurich_fest,the Zurich Fest,ORG
DATE_1980,1980,DATE
ORG_the_zurich_theater_spectacle,the Zurich Theater Spectacle,ORG
DATE_1991,1991,DATE
FAC_the_street_parade,the Street Parade,FAC
DATE_2005,2005,DATE
ORG_the_zurich_film_festival,the Zurich Film Festival,ORG
DATE_1529,1529,DATE
DATE_1637,1637,DATE
DATE_1682,1682,DATE
DATE_1762,1762,DATE
DATE_1792,1792,DATE
DATE_1850,1850,DATE
