place_id,name,location_raw,location_normalized
place_eastern_bank_of_the_limmat_river_zurich_switzerland,"Eastern bank of the Limmat River, Zurich, Switzerland",eastern Limmat bank,"Eastern bank of the Limmat River, Zurich, Switzerland"
place_limmat_river_shore_zurich_switzerland,"Limmat River shore, Zurich, Switzerland",Limmat shore,"Limmat River shore, Zurich, Switzerland"
place_eastern_district_zurich_switzerland,"Eastern district, Zurich, Switzerland",eastern city district,"Eastern district, Zurich, Switzerland"
place_guild_house_of_the_carpenters_zurich_switzerland,"Guild House of the Carpenters, Zurich, Switzerland",Guild House of the Carpenters,"Guild House of the Carpenters, Zurich, Switzerland"
place_rapperswil_switzerland,"Rapperswil, Switzerland",Rapperswil,"Rapperswil, Switzerland"
place_state_archives_zurich_zurich_switzerland,"State Archives Zurich, Zurich, Switzerland",State Archives Zurich,"State Archives Zurich, Zurich, Switzerland"
place_great_council,Great Council,Great Council,
place_small_councils,Small Councils,Small Councils,
place_secret_council,Secret Council,Secret Council,
place_accounting_council,accounting council,accounting council,
place_war_council,war council,war council,
place_more_city,More City,More City,
place_auf_dorf,Auf Dorf,Auf Dorf,
place_linden,Linden,Linden,
place_neumarkt,Neumarkt,Neumarkt,
place_niederdorf,Niederdorf,Niederdorf,
place_lesser_city,Lesser City,Lesser City,
place_münsterhof,Münsterhof,Münsterhof,
place_hirschengraben,Hirschengraben,Hirschengraben,
place_stadelhofen,Stadelhofen,Stadelhofen,
place_talacker,Talacker,Talacker,
place_lindenhof,Lindenhof,Lindenhof,
place_oetenbach_monastery_zurich_switzerland,"Oetenbach Monastery, Zurich, Switzerland",Oetenbach monastery,"Oetenbach Monastery, Zurich, Switzerland"
place_mühlestege,Mühlestege,Mühlestege,
place_two_limmat_bridges,two Limmat bridges,two Limmat bridges,
place_kornhaus_weinplatz_zurich_switzerland,"Kornhaus, Weinplatz, Zurich, Switzerland",Kornhaus at Weinplatz,"Kornhaus, Weinplatz, Zurich, Switzerland"
place_upper_bridge,upper bridge,upper bridge,
place_right_limmat_bank,right Limmat bank,right Limmat bank,
place_hottinger_tower_with_kaufhaus,Hottinger tower with Kaufhaus,Hottinger tower with Kaufhaus,
place_bauhaus_in_the_kratz_quarter,Bauhaus in the Kratz quarter,Bauhaus in the Kratz quarter,
place_shooting_house_on_the_square_northwest_of_the_medieval_city_walls,shooting house on the square northwest of the medieval city walls,shooting house on the square northwest of the medieval city walls,
place_froschaugasse_zurich_switzerland,"Froschaugasse, Zurich, Switzerland",Froschaugasse,"Froschaugasse, Zurich, Switzerland"
place_heiliggeistspital_niederdorf_zurich_switzerland,"Heiliggeistspital, Niederdorf, Zurich, Switzerland",Holy Spirit hospital in Niederdorf,"Heiliggeistspital, Niederdorf, Zurich, Switzerland"
place_predigerkloster_zurich_switzerland,"Predigerkloster, Zurich, Switzerland",Prediger monastery,"Predigerkloster, Zurich, Switzerland"
place_guild_houses,guild houses,guild houses,
place_houses_zur_krone_later_rechberg,houses Zur Krone (later Rechberg),houses Zur Krone (later Rechberg),
place_zum_florhof,Zum Florhof,Zum Florhof,
place_zum_kiel,Zum Kiel,Zum Kiel,
place_freigut,Freigut,Freigut,
place_muralt_estate_enge_zurich_switzerland,"Muralt estate, Enge, Zurich, Switzerland",Muralt estate in Enge,"Muralt estate, Enge, Zurich, Switzerland"
place_beckenhof_unterstrass_zurich_switzerland,"Beckenhof, Unterstrass, Zurich, Switzerland",Beckenhof in Unterstrass,"Beckenhof, Unterstrass, Zurich, Switzerland"
place_house_at_brunnenhof,house at Brunnenhof,house at Brunnenhof,
place_lamparterturm,Lamparterturm,Lamparterturm,
place_brunnenhof_zurich_switzerland,"Brunnenhof, Zurich, Switzerland",Brunnenhof,"Brunnenhof, Zurich, Switzerland"
place_kratz_quarter,Kratz quarter,Kratz quarter,
place_sechseläuten_festival,Sechseläuten festival,Sechseläuten festival,
place_oberdorf,Oberdorf,Oberdorf,
place_kleine_stadt,Kleine Stadt,Kleine Stadt,
place_altstadt_zurich_switzerland,"Altstadt, Zurich, Switzerland",Altstadt (I),"Altstadt, Zurich, Switzerland"
place_aussersihl_and_wiedikon_iii,Aussersihl and Wiedikon (III),Aussersihl and Wiedikon (III),
place_oberstrass_unterstrass_and_wipkingen_iv,"Oberstrass, Unterstrass and Wipkingen (IV)","Oberstrass, Unterstrass and Wipkingen (IV)",
place_fluntern_hirslanden_hottingen_and_riesbach_v,"Fluntern, Hirslanden, Hottingen and Riesbach (V)","Fluntern, Hirslanden, Hottingen and Riesbach (V)",
place_industriequartier_zurich_switzerland,"Industriequartier, Zurich, Switzerland",Industriequartier (5),"Industriequartier, Zurich, Switzerland"
place_oberstrass_and_unterstrass_6,Oberstrass and Unterstrass (6),Oberstrass and Unterstrass (6),
place_fluntern_hirslanden_hottingen_and_witikon_7,"Fluntern, Hirslanden, Hottingen and Witikon (7)","Fluntern, Hirslanden, Hottingen and Witikon (7)",
place_albisrieden_and_altstetten_9,Albisrieden and Altstetten (9),Albisrieden and Altstetten (9),
place_höngg_and_wipkingen_10,Höngg and Wipkingen (10),Höngg and Wipkingen (10),
place_affoltern_oerlikon_schwamendingen_and_seebach_11,"Affoltern, Oerlikon, Schwamendingen and Seebach (11)","Affoltern, Oerlikon, Schwamendingen and Seebach (11)",
place_central_library_zurich_zurich_switzerland,"Central Library Zurich, Zurich, Switzerland",Central Library Zurich,"Central Library Zurich, Zurich, Switzerland"
place_museum_of_design_zurich_zurich_switzerland,"Museum of Design Zurich, Zurich, Switzerland",Museum of Design Zurich,"Museum of Design Zurich, Zurich, Switzerland"
place_zurich_university_of_the_arts_zurich_switzerland,"Zurich University of the Arts, Zurich, Switzerland",Zurich University of the Arts,"Zurich University of the Arts, Zurich, Switzerland"
place_executive_city_council,executive city council,executive city council,
place_schanzengraben,Schanzengraben,Schanzengraben,
place_botanical_garden_of_the_university,Botanical Garden of the University,Botanical Garden of the University,
place_letten_power_plant_zurich_switzerland,"Letten Power Plant, Zurich, Switzerland",Letten power plant,"Letten Power Plant, Zurich, Switzerland"
place_albula_switzerland,"Albula, Switzerland",Albula,"Albula, Switzerland"
place_heidsee_switzerland,"Heidsee, Switzerland",Heidsee,"Heidsee, Switzerland"
place_limmat_wettingen_switzerland,"Limmat Wettingen, Switzerland",Limmat Wettingen,"Limmat Wettingen, Switzerland"
place_julia_tiefencastel_switzerland,"Julia Tiefencastel, Switzerland",Julia Tiefencastel,"Julia Tiefencastel, Switzerland"
place_julia_marmorera_switzerland,"Julia Marmorera, Switzerland",Julia Marmorera,"Julia Marmorera, Switzerland"
place_bergell_switzerland,"Bergell, Switzerland",Bergell power plants,"Bergell, Switzerland"
place_maggia_switzerland,"Maggia, Switzerland",Maggia,"Maggia, Switzerland"
place_blenio_switzerland,"Blenio, Switzerland",Blenio,"Blenio, Switzerland"
place_hinterrhein_switzerland,"Hinterrhein, Switzerland",Hinterrhein,"Hinterrhein, Switzerland"
place_gösgen_nuclear_power_plant_switzerland,"Gösgen Nuclear Power Plant, Switzerland",Gösgen,"Gösgen Nuclear Power Plant, Switzerland"
place_leibstadt_nuclear_power_plant_switzerland,"Leibstadt Nuclear Power Plant, Switzerland",Leibstadt,"Leibstadt Nuclear Power Plant, Switzerland"
place_bugey_nuclear_power_plant_france,"Bugey Nuclear Power Plant, France",Bugey,"Bugey Nuclear Power Plant, France"
place_cattenom_nuclear_power_plant_france,"Cattenom Nuclear Power Plant, France",Cattenom,"Cattenom Nuclear Power Plant, France"
place_rösslitram,Rösslitram,Rösslitram,
place_medieval_city_wall,medieval city wall,medieval city wall,
place_zeughaus_zurich_switzerland,"Zeughaus, Zurich, Switzerland",Zeughaus,"Zeughaus, Zurich, Switzerland"
place_bahnhof_district_zurich_switzerland,"Bahnhof district, Zurich, Switzerland",Bahnhof district,"Bahnhof district, Zurich, Switzerland"
place_neumühlequai_zurich_switzerland,"Neumühlequai, Zurich, Switzerland",Neumühlequai,"Neumühlequai, Zurich, Switzerland"
place_fraumünster_district_zurich_switzerland,"Fraumünster district, Zurich, Switzerland",Fraumünster district,"Fraumünster district, Zurich, Switzerland"
place_prediger_district_zurich_switzerland,"Prediger district, Zurich, Switzerland",Prediger district,"Prediger district, Zurich, Switzerland"
place_industriequartier_aussersihl_zurich_switzerland,"Industriequartier, Aussersihl, Zurich, Switzerland",Industriequartier in Aussersihl,"Industriequartier, Aussersihl, Zurich, Switzerland"
place_upper_bahnhofstrasse_zurich_switzerland,"Upper Bahnhofstrasse, Zurich, Switzerland",upper Bahnhofstrasse,"Upper Bahnhofstrasse, Zurich, Switzerland"
place_lake_promenade_zurich_switzerland,"Lake promenade, Zurich, Switzerland",lake promenade,"Lake promenade, Zurich, Switzerland"
place_lakeside_zurich_switzerland,"Lakeside, Zurich, Switzerland",lakeside,"Lakeside, Zurich, Switzerland"
place_oetenbach_site_zurich_switzerland,"Oetenbach site, Zurich, Switzerland",Oetenbach site,"Oetenbach site, Zurich, Switzerland"
place_zähringerplatz_zurich_switzerland,"Zähringerplatz, Zurich, Switzerland",Zähringerplatz,"Zähringerplatz, Zurich, Switzerland"
place_rämistrasse_zurich_switzerland,"Rämistrasse, Zurich, Switzerland",Rämistrasse,"Rämistrasse, Zurich, Switzerland"
place_bahnhof_and_limmatquai,Bahnhof- and Limmatquai,Bahnhof- and Limmatquai,
place_central_zurich_switzerland,"Central, Zurich, Switzerland",Central,"Central, Zurich, Switzerland"
place_zurich_west_zurich_switzerland,"Zurich-West, Zurich, Switzerland",Zurich-West,"Zurich-West, Zurich, Switzerland"
place_affoltern_zurich_switzerland,"Affoltern, Zurich, Switzerland",Affoltern,"Affoltern, Zurich, Switzerland"
place_neumühlequai,Neumühlequai,Neumühlequai,
place_zurichberg_aussersihl_industriequartier,Zurichberg-Aussersihl/Industriequartier,Zurichberg-Aussersihl/Industriequartier,
place_st_anna_chapel,St. Anna Chapel,St. Anna Chapel,
place_augustinerkirche_zurich_switzerland,"Augustinerkirche, Zurich, Switzerland",Augustiner church,"Augustinerkirche, Zurich, Switzerland"
place_st_peter_and_paul_church_aussersihl_zurich_switzerland,"St. Peter and Paul Church, Aussersihl, Zurich, Switzerland",St. Peter and Paul in Aussersihl,"St. Peter and Paul Church, Aussersihl, Zurich, Switzerland"
place_endingen_aargau_switzerland,"Endingen, Aargau, Switzerland",Endingen,"Endingen, Aargau, Switzerland"
place_lengnau_aargau_switzerland,"Lengnau, Aargau, Switzerland",Lengnau (AG),"Lengnau, Aargau, Switzerland"
place_southern_germany,southern Germany,southern Germany,
place_aktie_theater_zurich_switzerland,"Aktie Theater, Zurich, Switzerland",Aktie Theater,"Aktie Theater, Zurich, Switzerland"
place_casino_hirschengraben_zurich_switzerland,"Casino, Hirschengraben, Zurich, Switzerland",casino on Hirschengraben,"Casino, Hirschengraben, Zurich, Switzerland"
place_tonhalle_in_the_kornhaus_bellevue_zurich_switzerland,"Tonhalle in the Kornhaus, Bellevue, Zurich, Switzerland",Tonhalle in the Kornhaus at Bellevue,"Tonhalle in the Kornhaus, Bellevue, Zurich, Switzerland"
place_zurich_music_school_zurich_switzerland,"Zurich Music School, Zurich, Switzerland",Zurich Music School,"Zurich Music School, Zurich, Switzerland"
place_city_theater_at_bellevue_zurich_switzerland,"City Theater at Bellevue, Zurich, Switzerland",city theater at Bellevue,"City Theater at Bellevue, Zurich, Switzerland"
place_volkstheater_at_pfauen_zurich_switzerland,"Volkstheater at Pfauen, Zurich, Switzerland",Volkstheater at Pfauen,"Volkstheater at Pfauen, Zurich, Switzerland"
place_schauspielhaus_zurich_switzerland,"Schauspielhaus, Zurich, Switzerland",Schauspielhaus,"Schauspielhaus, Zurich, Switzerland"
place_schiffbauhalle_zurich_west_zurich_switzerland,"Schiffbauhalle, Zurich-West, Zurich, Switzerland",Schiffbauhalle in Zurich-West,"Schiffbauhalle, Zurich-West, Zurich, Switzerland"
place_catholic,Catholic,Catholic,
